hsa00010,Glycolysis / Gluconeogenesis
10670,RRAGA
10325,RRAGB
64121,RRAGC
58528,RRAGD
83667,SESN2
652968,CASTOR1
729438,CASTOR2
54468,MIOS
81929,SEH1L
84219,WDR24
79726,WDR59
6396,SEC13
9681,DEPDC5
10641,NPRL2
8131,NPRL3
6502,SKP2
220441,RNF152
57521,RPTOR
84335,AKT1S1
2475,MTOR
64798,DEPTOR
64223,MLST8
9894,TELO2
9675,TTI1
6249,CLIP1
2887,GRB10
8408,ULK1
9706,ULK2
1978,EIF4EBP1
1977,EIF4E
9470,EIF4E2
253314,EIF4E1B
6198,RPS6KB1
6199,RPS6KB2
1975,EIF4B
6194,RPS6
92335,STRADA
55437,STRADB
6794,STK11
51719,CAB39
81617,CAB39L
5562,PRKAA1
5563,PRKAA2
7248,TSC1
7249,TSC2
51256,TBC1D7
107080638,Not Found
6009,RHEB
54541,DDIT4
7471,WNT1
7472,WNT2
7482,WNT2B
7473,WNT3
89780,WNT3A
54361,WNT4
7474,WNT5A
81029,WNT5B
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7483,WNT9A
7484,WNT9B
7480,WNT10B
80326,WNT10A
7481,WNT11
51384,WNT16
8321,FZD1
8324,FZD7
2535,FZD2
7976,FZD3
8322,FZD4
7855,FZD5
8325,FZD8
8323,FZD6
11211,FZD10
8326,FZD9
4041,LRP5
4040,LRP6
1857,DVL3
1856,DVL2
1855,DVL1
2932,GSK3B
7124,TNF
7132,TNFRSF1A
3551,IKBKB
3630,INS
3479,IGF1
3643,INSR
3480,IGF1R
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
673,BRAF
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
6197,RPS6KA3
6195,RPS6KA1
6196,RPS6KA2
27330,RPS6KA6
3667,IRS1
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5728,PTEN
5170,PDPK1
207,AKT1
208,AKT2
10000,AKT3
1147,CHUK
79109,MAPKAP1
253260,RICTOR
55615,PRR5
387,RHOA
5578,PRKCA
5579,PRKCB
5582,PRKCG
6446,SGK1
23175,LPIN1
hsa04151,PI3K-Akt signaling pathway
1950,EGF
7039,TGFA
2069,EREG
374,AREG
2246,FGF1
2247,FGF2
2248,FGF3
2249,FGF4
8822,FGF17
2251,FGF6
2252,FGF7
2253,FGF8
2254,FGF9
2255,FGF10
8823,FGF16
2250,FGF5
8817,FGF18
26281,FGF20
27006,FGF22
9965,FGF19
26291,FGF21
8074,FGF23
4803,NGF
627,BDNF
4908,NTF3
4909,NTF4
3630,INS
3479,IGF1
3481,IGF2
5154,PDGFA
5155,PDGFB
56034,PDGFC
80310,PDGFD
1435,CSF1
4254,KITLG
2323,FLT3LG
7422,VEGFA
7423,VEGFB
5228,PGF
7424,VEGFC
2277,VEGFD
3082,HGF
284,ANGPT1
285,ANGPT2
51378,ANGPT4
1942,EFNA1
1943,EFNA2
1944,EFNA3
1945,EFNA4
1946,EFNA5
1956,EGFR
2064,ERBB2
2065,ERBB3
2066,ERBB4
2260,FGFR1
2263,FGFR2
2261,FGFR3
2264,FGFR4
4804,NGFR
4914,NTRK1
4915,NTRK2
3643,INSR
3480,IGF1R
5156,PDGFRA
5159,PDGFRB
1436,CSF1R
3815,KIT
2322,FLT3
2321,FLT1
2324,FLT4
3791,KDR
4233,MET
7010,TEK
1969,EPHA2
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
3667,IRS1
7097,TLR2
7099,TLR4
5879,RAC1
102723407,IGH
6850,SYK
930,CD19
118788,PIK3AP1
2688,GH1
2689,GH2
1442,CSH1
1443,CSH2
5617,PRL
5008,OSM
3558,IL2
3562,IL3
3569,IL6
3565,IL4
3574,IL7
3439,IFNA1
3440,IFNA2
3441,IFNA4
3442,IFNA5
3443,IFNA6
3444,IFNA7
3445,IFNA8
3446,IFNA10
3447,IFNA13
3448,IFNA14
3449,IFNA16
3451,IFNA17
3452,IFNA21
3456,IFNB1
2056,EPO
1440,CSF3
2690,GHR
5618,PRLR
9180,OSMR
3559,IL2RA
3560,IL2RB
3561,IL2RG
3563,IL3RA
3570,IL6R
3566,IL4R
3575,IL7R
3454,IFNAR1
3455,IFNAR2
2057,EPOR
1441,CSF3R
3716,JAK1
3717,JAK2
3718,JAK3
1277,COL1A1
1278,COL1A2
1280,COL2A1
1284,COL4A2
1286,COL4A4
1288,COL4A6
1282,COL4A1
1287,COL4A5
1285,COL4A3
1291,COL6A1
1292,COL6A2
1293,COL6A3
131873,COL6A6
256076,COL6A5
1297,COL9A1
1298,COL9A2
1299,COL9A3
284217,LAMA1
3908,LAMA2
3909,LAMA3
3911,LAMA5
3910,LAMA4
3912,LAMB1
3913,LAMB2
3914,LAMB3
22798,LAMB4
3915,LAMC1
3918,LAMC2
10319,LAMC3
1101,CHAD
5649,RELN
7057,THBS1
1311,COMP
7058,THBS2
7059,THBS3
7060,THBS4
2335,FN1
6696,SPP1
7448,VTN
3371,TNC
63923,TNN
7143,TNR
7148,TNXB
7450,VWF
3381,IBSP
3672,ITGA1
3673,ITGA2
3674,ITGA2B
3675,ITGA3
3676,ITGA4
3678,ITGA5
3655,ITGA6
3679,ITGA7
8516,ITGA8
3680,ITGA9
8515,ITGA10
22801,ITGA11
3685,ITGAV
3688,ITGB1
3690,ITGB3
3691,ITGB4
3693,ITGB5
3694,ITGB6
3695,ITGB7
3696,ITGB8
5747,PTK2
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
2149,F2R
1128,CHRM1
1129,CHRM2
1902,LPAR1
9170,LPAR2
23566,LPAR3
2846,LPAR4
57121,LPAR5
10161,LPAR6
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
5294,PIK3CG
23533,PIK3R5
146850,PIK3R6
5170,PDPK1
6794,STK11
5562,PRKAA1
5563,PRKAA2
54541,DDIT4
7248,TSC1
7249,TSC2
6009,RHEB
64223,MLST8
2475,MTOR
57521,RPTOR
1978,EIF4EBP1
1977,EIF4E
9470,EIF4E2
253314,EIF4E1B
6198,RPS6KB1
6199,RPS6KB2
1975,EIF4B
6194,RPS6
5578,PRKCA
5585,PKN1
29941,PKN3
5586,PKN2
6446,SGK1
10110,SGK2
23678,SGK3
100533105,C8orf44-SGK3
207,AKT1
208,AKT2
10000,AKT3
9223,MAGI1
9863,MAGI2
5728,PTEN
117145,THEM4
5515,PPP2CA
5516,PPP2CB
5519,PPP2R1B
5518,PPP2R1A
5520,PPP2R2A
5521,PPP2R2B
5522,PPP2R2C
55844,PPP2R2D
28227,PPP2R3B
55012,PPP2R3C
5523,PPP2R3A
5526,PPP2R5B
5527,PPP2R5C
5528,PPP2R5D
5529,PPP2R5E
5525,PPP2R5A
3320,HSP90AA1
3326,HSP90AB1
7184,HSP90B1
11140,CDC37
200186,CRTC2
23239,PHLPP1
23035,PHLPP2
8115,TCL1A
9623,TCL1B
4515,MTCP1
4846,NOS3
672,BRCA1
2932,GSK3B
2998,GYS2
2997,GYS1
5105,PCK1
5106,PCK2
2538,G6PC
57818,G6PC2
92579,G6PC3
4609,MYC
595,CCND1
1026,CDKN1A
1027,CDKN1B
1017,CDK2
1019,CDK4
1021,CDK6
894,CCND2
896,CCND3
898,CCNE1
9134,CCNE2
2309,FOXO3
5934,RBL2
356,FASLG
10018,BCL2L11
7534,YWHAZ
7529,YWHAB
10971,YWHAQ
7531,YWHAE
7533,YWHAH
7532,YWHAG
572,BAD
598,BCL2L1
596,BCL2
842,CASP9
1385,CREB1
1386,ATF2
468,ATF4
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
1388,ATF6B
4170,MCL1
6256,RXRA
3164,NR4A1
8517,IKBKG
1147,CHUK
3551,IKBKB
5970,RELA
4790,NFKB1
4602,MYB
4193,MDM2
7157,TP53
hsa04152,AMPK signaling pathway
6885,MAP3K7
6794,STK11
51719,CAB39
81617,CAB39L
92335,STRADA
55437,STRADB
3952,LEP
3953,LEPR
10645,CAMKK2
148,ADRA1A
9370,ADIPOQ
51094,ADIPOR1
79602,ADIPOR2
5562,PRKAA1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5571,PRKAG1
53632,PRKAG3
51422,PRKAG2
5207,PFKFB1
5208,PFKFB2
5209,PFKFB3
5210,PFKFB4
2203,FBP1
8789,FBP2
5213,PFKM
5214,PFKP
5211,PFKL
3172,HNF4A
2538,G6PC
57818,G6PC2
92579,G6PC3
5105,PCK1
5106,PCK2
200186,CRTC2
1385,CREB1
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
10891,PPARGC1A
1994,ELAVL1
595,CCND1
890,CCNA2
8900,CCNA1
29904,EEF2K
1938,EEF2
2308,FOXO1
2309,FOXO3
23411,SIRT1
6517,SLC2A4
2998,GYS2
2997,GYS1
3991,LIPE
3156,HMGCR
6720,SREBF1
2194,FASN
31,ACACA
6319,SCD
79966,SCD5
32,ACACB
23417,MLYCD
1374,CPT1A
1375,CPT1B
126129,CPT1C
5515,PPP2CA
5516,PPP2CB
5519,PPP2R1B
5518,PPP2R1A
5520,PPP2R2A
5521,PPP2R2B
5522,PPP2R2C
55844,PPP2R2D
28227,PPP2R3B
55012,PPP2R3C
5523,PPP2R3A
5526,PPP2R5B
5527,PPP2R5C
5528,PPP2R5D
5529,PPP2R5E
5525,PPP2R5A
23216,TBC1D1
5862,RAB2A
4218,RAB8A
10890,RAB10
9230,RAB11B
51552,RAB14
1080,CFTR
948,CD36
3479,IGF1
3480,IGF1R
3630,INS
3643,INSR
3667,IRS1
8660,IRS2
8471,IRS4
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5170,PDPK1
207,AKT1
208,AKT2
10000,AKT3
7249,TSC2
7248,TSC1
6009,RHEB
2475,MTOR
57521,RPTOR
84335,AKT1S1
6198,RPS6KB1
6199,RPS6KB2
1978,EIF4EBP1
5468,PPARG
8408,ULK1
hsa04210,Apoptosis
8743,TNFSF10
8797,TNFRSF10A
8795,TNFRSF10B
356,FASLG
355,FAS
8772,FADD
7124,TNF
7132,TNFRSF1A
8717,TRADD
8837,CFLAR
841,CASP8
843,CASP10
839,CASP6
836,CASP3
840,CASP7
637,BID
581,BAX
578,BAK1
56616,DIABLO
5414,SEPTIN4
27429,HTRA2
54205,CYCS
317,APAF1
842,CASP9
5551,PRF1
3002,GZMB
10376,TUBA1B
7277,TUBA4A
7278,TUBA3C
7846,TUBA1A
84790,TUBA1C
51807,TUBA8
112714,TUBA3E
113457,TUBA3D
79861,TUBAL3
4170,MCL1
60,ACTB
71,ACTG1
6708,SPTA1
6709,SPTAN1
4000,LMNA
4001,LMNB1
84823,LMNB2
10038,PARP2
142,PARP1
10039,PARP3
143,PARP4
1676,DFFA
1677,DFFB
2021,ENDOG
9131,AIFM1
2081,ERN1
7186,TRAF2
3708,ITPR1
3709,ITPR2
3710,ITPR3
823,CAPN1
824,CAPN2
100506742,CASP12
9451,EIF2AK3
1965,EIF2S1
468,ATF4
1649,DDIT3
1508,CTSB
1075,CTSC
1509,CTSD
8722,CTSF
1512,CTSH
1513,CTSK
1514,CTSL
1519,CTSO
1520,CTSS
1515,CTSV
1521,CTSW
1522,CTSZ
329,BIRC2
330,BIRC3
331,XIAP
332,BIRC5
10018,BCL2L11
598,BCL2L1
596,BCL2
1616,DAXX
8737,RIPK1
153090,DAB2IP
4217,MAP3K5
5599,MAPK8
5602,MAPK10
5601,MAPK9
572,BAD
3725,JUN
2353,FOS
7157,TP53
8739,HRK
9020,MAP3K14
1147,CHUK
3551,IKBKB
8517,IKBKG
4792,NFKBIA
4790,NFKB1
5970,RELA
5783,PTPN13
1647,GADD45A
4616,GADD45B
10912,GADD45G
7185,TRAF1
597,BCL2A1
472,ATM
55367,PIDD1
63970,TP53AIP1
27113,BBC3
5366,PMAIP1
835,CASP2
4803,NGF
4914,NTRK1
3562,IL3
3563,IL3RA
1439,CSF2RB
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5170,PDPK1
207,AKT1
208,AKT2
10000,AKT3
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
hsa04211,Longevity regulating pathway
3630,INS
3643,INSR
3479,IGF1
3480,IGF1R
3667,IRS1
8660,IRS2
8471,IRS4
3265,HRAS
3845,KRAS
4893,NRAS
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
1385,CREB1
1386,ATF2
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
468,ATF4
9586,CREB5
1388,ATF6B
10919,EHMT2
79813,EHMT1
2308,FOXO1
2309,FOXO3
6648,SOD2
847,CAT
9474,ATG5
9365,KL
7248,TSC1
7249,TSC2
6009,RHEB
2475,MTOR
57521,RPTOR
84335,AKT1S1
8408,ULK1
9776,ATG13
9821,RB1CC1
60673,ATG101
6198,RPS6KB1
6199,RPS6KB2
1978,EIF4EBP1
1977,EIF4E
9470,EIF4E2
253314,EIF4E1B
9370,ADIPOQ
51094,ADIPOR1
79602,ADIPOR2
26060,APPL1
10645,CAMKK2
5562,PRKAA1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5571,PRKAG1
53632,PRKAG3
51422,PRKAG2
23411,SIRT1
581,BAX
7157,TP53
4790,NFKB1
5970,RELA
5468,PPARG
10891,PPARGC1A
6794,STK11
27244,SESN1
143686,SESN3
83667,SESN2
814,CAMK4
hsa04213,Longevity regulating pathway - multiple species
3630,INS
3643,INSR
3479,IGF1
3480,IGF1R
3667,IRS1
8660,IRS2
8471,IRS4
3265,HRAS
3845,KRAS
4893,NRAS
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
2308,FOXO1
2309,FOXO3
6648,SOD2
847,CAT
9474,ATG5
5562,PRKAA1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5571,PRKAG1
53632,PRKAG3
51422,PRKAG2
2475,MTOR
57521,RPTOR
84335,AKT1S1
6198,RPS6KB1
6199,RPS6KB2
23411,SIRT1
6647,SOD1
1979,EIF4EBP2
3312,HSPA8
3303,HSPA1A
3306,HSPA2
3305,HSPA1L
3304,HSPA1B
3310,HSPA6
1410,CRYAB
3065,HDAC1
3066,HDAC2
3170,FOXA2
81570,CLPB
hsa04215,Apoptosis - multiple species
7132,TNFRSF1A
8772,FADD
841,CASP8
840,CASP7
836,CASP3
637,BID
10018,BCL2L11
5366,PMAIP1
27113,BBC3
596,BCL2
598,BCL2L1
581,BAX
578,BAK1
54205,CYCS
317,APAF1
842,CASP9
56616,DIABLO
27429,HTRA2
5414,SEPTIN4
329,BIRC2
330,BIRC3
331,XIAP
332,BIRC5
5599,MAPK8
5602,MAPK10
5601,MAPK9
666,BOK
79444,BIRC7
112401,BIRC8
4804,NGFR
8678,BECN1
441925,BECN2
57448,BIRC6
hsa04216,Ferroptosis
6520,SLC3A2
23657,SLC7A11
2729,GCLC
2730,GCLM
2937,GSS
2879,GPX4
246,ALOX15
10162,LPCAT3
23305,ACSL6
2182,ACSL4
2180,ACSL1
51703,ACSL5
2181,ACSL3
7157,TP53
112483,SAT2
6303,SAT1
7018,TF
7037,TFRC
55240,STEAP3
4891,SLC11A2
64116,SLC39A8
23516,SLC39A14
5094,PCBP2
30061,SLC40A1
1356,CP
5093,PCBP1
2495,FTH1
2512,FTL
440738,MAP1LC3C
81631,MAP1LC3B
84557,MAP1LC3A
9474,ATG5
10533,ATG7
8031,NCOA4
5621,PRNP
3162,HMOX1
7417,VDAC2
7419,VDAC3
1536,CYBB
94033,FTMT
hsa04217,Necroptosis
7124,TNF
7132,TNFRSF1A
8717,TRADD
7186,TRAF2
7188,TRAF5
8737,RIPK1
329,BIRC2
330,BIRC3
331,XIAP
10616,RBCK1
55072,RNF31
81858,SHARPIN
124044,SPATA2L
9825,SPATA2
1540,CYLD
8772,FADD
841,CASP8
8837,CFLAR
11035,RIPK3
1536,CYBB
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
291,SLC25A4
292,SLC25A5
293,SLC25A6
83447,SLC25A31
5481,PPID
7416,VDAC1
7417,VDAC2
7419,VDAC3
2747,GLUD2
2746,GLUD1
2752,GLUL
5836,PYGL
5837,PYGM
5834,PYGB
5599,MAPK8
5602,MAPK10
5601,MAPK9
2495,FTH1
2512,FTL
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
246,ALOX15
823,CAPN1
824,CAPN2
6609,SMPD1
197259,MLKL
192111,PGAM5
10059,DNM1L
114548,NLRP3
29108,PYCARD
834,CASP1
3553,IL1B
27243,CHMP2A
25978,CHMP2B
51652,CHMP3
100526767,RNF103-CHMP3
92421,CHMP4C
128866,CHMP4B
29082,CHMP4A
79643,CHMP6
9525,VPS4B
27183,VPS4A
57132,CHMP1B
5119,CHMP1A
51510,CHMP5
91782,CHMP7
54822,TRPM7
3552,IL1A
90865,IL33
3146,HMGB1
8743,TNFSF10
8797,TNFRSF10A
8795,TNFRSF10B
356,FASLG
355,FAS
11124,FAF1
3439,IFNA1
3440,IFNA2
3441,IFNA4
3442,IFNA5
3443,IFNA6
3444,IFNA7
3445,IFNA8
3446,IFNA10
3447,IFNA13
3448,IFNA14
3449,IFNA16
3451,IFNA17
3452,IFNA21
3456,IFNB1
3458,IFNG
3454,IFNAR1
3455,IFNAR2
3459,IFNGR1
3460,IFNGR2
3716,JAK1
3717,JAK2
3718,JAK3
7297,TYK2
6772,STAT1
6773,STAT2
6774,STAT3
6775,STAT4
6776,STAT5A
6777,STAT5B
6778,STAT6
10379,IRF9
5610,EIF2AK2
7099,TLR4
353376,TICAM2
148022,TICAM1
7098,TLR3
81030,ZBP1
27005,USP21
8878,SQSTM1
3320,HSP90AA1
3326,HSP90AB1
7128,TNFAIP3
10038,PARP2
142,PARP1
10039,PARP3
143,PARP4
637,BID
581,BAX
9131,AIFM1
3014,H2AFX
8338,HIST2H2AC
85235,HIST1H2AH
221613,HIST1H2AA
92815,HIST3H2A
83740,H2AFB3
3012,HIST1H2AE
8335,HIST1H2AB
55506,H2AFY2
9555,H2AFY
723790,HIST2H2AA4
55766,H2AFJ
474382,H2AFB1
8336,HIST1H2AM
8337,HIST2H2AA3
8969,HIST1H2AG
317772,HIST2H2AB
94239,H2AFV
3013,HIST1H2AD
3015,H2AFZ
8330,HIST1H2AK
8334,HIST1H2AC
8329,HIST1H2AI
8331,HIST1H2AJ
8332,HIST1H2AL
474381,H2AFB2
5478,PPIA
596,BCL2
hsa04218,Cellular senescence
7040,TGFB1
7042,TGFB2
7043,TGFB3
7046,TGFBR1
7048,TGFBR2
4087,SMAD2
4088,SMAD3
1030,CDKN2B
1019,CDK4
1021,CDK6
595,CCND1
894,CCND2
896,CCND3
5925,RB1
5933,RBL1
5934,RBL2
1869,E2F1
1870,E2F2
1871,E2F3
1874,E2F4
1875,E2F5
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
2308,FOXO1
2309,FOXO3
1026,CDKN1A
1017,CDK2
898,CCNE1
9134,CCNE2
3105,HLA-A
3106,HLA-B
3107,HLA-C
3134,HLA-F
3135,HLA-G
3133,HLA-E
3803,KIR2DL2
3802,KIR2DL1
3804,KIR2DL3
3805,KIR2DL4
57292,KIR2DL5A
3845,KRAS
4893,NRAS
6237,RRAS
22800,RRAS2
22808,MRAS
3265,HRAS
207,AKT1
208,AKT2
10000,AKT3
7248,TSC1
7249,TSC2
6009,RHEB
2475,MTOR
5728,PTEN
23411,SIRT1
890,CCNA2
8900,CCNA1
4605,MYBL2
286826,LIN9
55957,LIN37
91750,LIN52
132660,LIN54
5928,RBBP4
2305,FOXM1
4609,MYC
1029,CDKN2A
4193,MDM2
7157,TP53
83593,RASSF5
8945,BTRC
23291,FBXW11
10114,HIPK3
204851,HIPK1
28996,HIPK2
147746,HIPK4
5499,PPP1CA
5500,PPP1CB
5501,PPP1CC
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
2113,ETS1
5606,MAP2K3
5608,MAP2K6
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
1647,GADD45A
4616,GADD45B
10912,GADD45G
983,CDK1
891,CCNB1
9133,CCNB2
85417,CCNB3
4361,MRE11
10111,RAD50
4683,NBN
472,ATM
11200,CHEK2
5883,RAD9A
144715,RAD9B
5810,RAD1
3364,HUS1
545,ATR
1111,CHEK1
993,CDC25A
8878,SQSTM1
2626,GATA4
10758,TRAF3IP2
4790,NFKB1
5970,RELA
3552,IL1A
3569,IL6
3576,CXCL8
3486,IGFBP3
5054,SERPINE1
1978,EIF4EBP1
9261,MAPKAPK2
677,ZFP36L1
678,ZFP36L2
776,CACNA1D
59341,TRPV4
54822,TRPM7
823,CAPN1
824,CAPN2
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
4772,NFATC1
4773,NFATC2
4775,NFATC3
4776,NFATC4
3708,ITPR1
3709,ITPR2
3710,ITPR3
291,SLC25A4
292,SLC25A5
293,SLC25A6
83447,SLC25A31
5481,PPID
7416,VDAC1
7417,VDAC2
7419,VDAC3
90550,MCU
hsa04260,Cardiac muscle contraction
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
782,CACNB1
783,CACNB2
784,CACNB3
785,CACNB4
781,CACNA2D1
9254,CACNA2D2
55799,CACNA2D3
93589,CACNA2D4
786,CACNG1
10369,CACNG2
10368,CACNG3
27092,CACNG4
27091,CACNG5
59285,CACNG6
59284,CACNG7
59283,CACNG8
6262,RYR2
7134,TNNC1
7137,TNNI3
7139,TNNT2
7168,TPM1
7169,TPM2
7170,TPM3
7171,TPM4
70,ACTC1
4625,MYH7
4624,MYH6
4633,MYL2
4634,MYL3
4635,MYL4
7386,UQCRFS1
4519,CYTB
1537,CYC1
7384,UQCRC1
7385,UQCRC2
7388,UQCRH
440567,UQCRHL
7381,UQCRB
27089,UQCRQ
29796,UQCR10
10975,UQCR11
4514,COX3
4512,COX1
4513,COX2
84701,COX4I2
1327,COX4I1
9377,COX5A
1329,COX5B
1337,COX6A1
1339,COX6A2
1340,COX6B1
125965,COX6B2
1345,COX6C
1346,COX7A1
1347,COX7A2
9167,COX7A2L
1349,COX7B
170712,COX7B2
1350,COX7C
341947,COX8C
1351,COX8A
476,ATP1A1
477,ATP1A2
478,ATP1A3
480,ATP1A4
23439,ATP1B4
481,ATP1B1
482,ATP1B2
483,ATP1B3
486,FXYD2
6548,SLC9A1
10479,SLC9A6
488,ATP2A2
6546,SLC8A1
hsa04261,Adrenergic signaling in cardiomyocytes
153,ADRB1
154,ADRB2
2778,GNAS
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
476,ATP1A1
477,ATP1A2
478,ATP1A3
480,ATP1A4
23439,ATP1B4
481,ATP1B1
482,ATP1B2
483,ATP1B3
486,FXYD2
6548,SLC9A1
3784,KCNQ1
3753,KCNE1
490,ATP2B1
492,ATP2B3
493,ATP2B4
491,ATP2B2
6331,SCN5A
6332,SCN7A
6324,SCN1B
6330,SCN4B
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
782,CACNB1
783,CACNB2
784,CACNB3
785,CACNB4
781,CACNA2D1
9254,CACNA2D2
55799,CACNA2D3
93589,CACNA2D4
786,CACNG1
10369,CACNG2
10368,CACNG3
27092,CACNG4
27091,CACNG5
59285,CACNG6
59284,CACNG7
59283,CACNG8
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
6262,RYR2
5515,PPP2CA
5516,PPP2CB
5519,PPP2R1B
5518,PPP2R1A
5520,PPP2R2A
5521,PPP2R2B
5522,PPP2R2C
55844,PPP2R2D
28227,PPP2R3B
55012,PPP2R3C
5523,PPP2R3A
5526,PPP2R5B
5527,PPP2R5C
5528,PPP2R5D
5529,PPP2R5E
5525,PPP2R5A
5499,PPP1CA
5500,PPP1CB
5501,PPP1CC
7134,TNNC1
7137,TNNI3
7139,TNNT2
7168,TPM1
7169,TPM2
7170,TPM3
7171,TPM4
70,ACTC1
4625,MYH7
4624,MYH6
4633,MYL2
4634,MYL3
4635,MYL4
5350,PLN
183,AGT
185,AGTR1
186,AGTR2
148,ADRA1A
147,ADRA1B
146,ADRA1D
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
5578,PRKCA
5502,PPP1R1A
5594,MAPK1
5595,MAPK3
9252,RPS6KA5
1385,CREB1
1386,ATF2
468,ATF4
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
1388,ATF6B
1390,CREM
596,BCL2
10411,RAPGEF3
11069,RAPGEF4
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
2770,GNAI1
2773,GNAI3
2771,GNAI2
5294,PIK3CG
23533,PIK3R5
146850,PIK3R6
207,AKT1
208,AKT2
10000,AKT3
488,ATP2A2
6546,SLC8A1
hsa04270,Vascular smooth muscle contraction
148,ADRA1A
147,ADRA1B
146,ADRA1D
183,AGT
185,AGTR1
1906,EDN1
1907,EDN2
1908,EDN3
1909,EDNRA
551,AVP
552,AVPR1A
553,AVPR1B
2776,GNAQ
2767,GNA11
8399,PLA2G10
26279,PLA2G2D
30814,PLA2G2E
50487,PLA2G3
64600,PLA2G2F
81579,PLA2G12A
84647,PLA2G12B
5319,PLA2G1B
5322,PLA2G5
5320,PLA2G2A
391013,PLA2G2C
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
8398,PLA2G6
1579,CYP4A11
284541,CYP4A22
3778,KCNMA1
157855,KCNU1
3779,KCNMB1
10242,KCNMB2
27094,KCNMB3
27345,KCNMB4
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
