mmu00010,Glycolysis / Gluconeogenesis
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
21926,Tnf
16451,Jak1
16452,Jak2
16453,Jak3
54721,Tyk2
20848,Stat3
20846,Stat1
20847,Stat2
20849,Stat4
20850,Stat5a
20851,Stat5b
20852,Stat6
22335,Vdac3
19229,Ptk2b
20779,Src
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
16476,Jun
17128,Smad4
11909,Atf2
12912,Creb1
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
11911,Atf4
231991,Creb5
12915,Atf6b
18538,Pcna
11836,Araf
109880,Braf
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
14281,Fos
13712,Elk1
24088,Tlr2
17874,Myd88
117149,Tirap
21898,Tlr4
266632,Irak4
16179,Irak1
22034,Traf6
66513,Tab1
68652,Tab2
26409,Map3k7
16193,Il6
26397,Map2k3
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26400,Map2k7
225471,Ticam2
142980,Tlr3
106759,Ticam1
230073,Ddx58
71586,Ifih1
228607,Mavs
22031,Traf3
56489,Ikbke
56480,Tbk1
13205,Ddx3x
110957,D1Pas1
54131,Irf3
54123,Irf7
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
15975,Ifnar1
mmu05162,Measles
17221,Cd46
17698,Msn
27218,Slamf1
170776,Cd209c
170779,Cd209d
170780,Cd209e
170786,Cd209a
69165,Cd209b
69142,Cd209f
70192,Cd209g
230073,Ddx58
71586,Ifih1
228607,Mavs
22031,Traf3
56489,Ikbke
56480,Tbk1
54131,Irf3
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18036,Nfkbib
18035,Nfkbia
18033,Nfkb1
19697,Rela
170743,Tlr7
81897,Tlr9
17874,Myd88
16179,Irak1
266632,Irak4
54123,Irf7
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
24088,Tlr2
21898,Tlr4
22034,Traf6
12995,Csnk2a1
13000,Csnk2a2
13001,Csnk2b
21929,Tnfaip3
26409,Map3k7
68652,Tab2
26419,Mapk8
26420,Mapk9
26414,Mapk10
16476,Jun
14281,Fos
16175,Il1a
16176,Il1b
16193,Il6
16159,Il12a
16160,Il12b
15975,Ifnar1
15976,Ifnar2
14694,Rack1
16451,Jak1
54721,Tyk2
20846,Stat1
20847,Stat2
16391,Irf9
246730,Oas1a
246728,Oas2
246727,Oas3
23961,Oas1b
23960,Oas1g
56417,Adar
17858,Mx2
15467,Eif2ak1
19106,Eif2ak2
13666,Eif2ak3
27103,Eif2ak4
56382,Rab9
319642,Rab9b
15481,Hspa8
15482,Hspa1l
193740,Hspa1a
15512,Hspa2
15511,Hspa1b
68135,Eif3h
13665,Eif2s1
68098,Rchy1
22059,Trp53
22062,Trp73
170770,Bbc3
14103,Fasl
14102,Fas
71609,Tradd
14082,Fadd
12370,Casp8
12122,Bid
12028,Bax
12018,Bak1
12043,Bcl2
12048,Bcl2l1
12015,Bad
13063,Cycs
13067,Cyct
11783,Apaf1
12371,Casp9
12367,Casp3
12576,Cdkn1b
12443,Ccnd1
12444,Ccnd2
12445,Ccnd3
12447,Ccne1
12448,Ccne2
12567,Cdk4
12571,Cdk6
12566,Cdk2
12500,Cd3d
12501,Cd3e
12502,Cd3g
12487,Cd28
16183,Il2
16184,Il2ra
16185,Il2rb
16186,Il2rg
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
208650,Cblb
11651,Akt1
11652,Akt2
23797,Akt3
56637,Gsk3b
16453,Jak3
20848,Stat3
20850,Stat5a
20851,Stat5b
14130,Fcgr2b
mmu05163,Human cytomegalovirus infection
18595,Pdgfra
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
64930,Tsc1
22084,Tsc2
19744,Rheb
56717,Mtor
13685,Eif4ebp1
58988,Rps6kb2
72508,Rps6kb1
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18033,Nfkb1
19697,Rela
13649,Egfr
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
13712,Elk1
20683,Sp1
16410,Itgav
16416,Itgb3
20779,Src
19353,Rac1
19354,Rac2
170758,Rac3
11848,Rhoa
67653,4930544G11Rik
214763,Cgas
72512,Sting1
56480,Tbk1
54131,Irf3
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
21926,Tnf
21937,Tnfrsf1a
19766,Ripk1
71609,Tradd
22033,Traf5
22030,Traf2
16176,Il1b
16177,Il1r1
18035,Nfkbia
20296,Ccl2
20293,Ccl12
20304,Ccl5
16193,Il6
14688,Gnb1
14693,Gnb2
14695,Gnb3
14696,Gnb4
14697,Gnb5
14702,Gng2
14704,Gng3
14706,Gng4
14707,Gng5
14708,Gng7
14709,Gng8
14700,Gng10
66066,Gng11
14701,Gng12
100503710,Gm5741
64337,Gng13
14699,Gngt1
14710,Gngt2
14682,Gnaq
14672,Gna11
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
16438,Itpr1
16439,Itpr2
16440,Itpr3
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
19225,Ptgs2
14677,Gnai1
14679,Gnai3
14678,Gnai2
14681,Gnao1
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
20302,Ccl3
20303,Ccl4
20312,Cx3cl1
14673,Gna12
14674,Gna13
16801,Arhgef1
213498,Arhgef11
69632,Arhgef12
75547,Akap13
19877,Rock1
19878,Rock2
12387,Ctnnb1
19216,Ptger1
19217,Ptger2
19218,Ptger3
19219,Ptger4
14683,Gnas
56637,Gsk3b
12443,Ccnd1
17869,Myc
16194,Il6ra
16451,Jak1
20848,Stat3
22339,Vegfa
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
12912,Creb1
11909,Atf2
11911,Atf4
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
12915,Atf6b
20315,Cxcl12
12767,Cxcr4
18750,Prkca
18751,Prkcb
18752,Prkcg
19229,Ptk2b
14083,Ptk2
12927,Bcar1
12928,Crk
12929,Crkl
19303,Pxn
16154,Il10ra
16155,Il10rb
12765,Cxcr2
12768,Ccr1
12770,Ccr1l1
12771,Ccr3
12774,Ccr5
21354,Tap1
21355,Tap2
21356,Tapbp
14827,Pdia3
12317,Calr
14990,H2-M2
14991,H2-M3
14997,H2-M9
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15018,H2-Q7
15019,H2-Q8
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15051,H2-T9
224753,H2-M10.4
224754,H2-M11
224756,H2-M1
224761,H2-M10.5
333715,H2-M10.2
399549,H2-M10.6
15024,H2-T10
110557,H2-Q6
110696,H2-M10.3
14963,H2-Bl
14964,H2-D1
14972,H2-K1
14985,H2-M10.1
547349,H2-K1
15033,H2-T18
110558,H2-Q9
667977,Gm8909
14980,H2-L
69717,Gm10499
15015,H2-Q4
667803,H2-T-ps
100529082,Gm11127
240095,H2-M5
630294,Gm7030
12010,B2m
12578,Cdkn2a
17246,Mdm2
22059,Trp53
12575,Cdkn1a
12567,Cdk4
12571,Cdk6
19645,Rb1
13555,E2f1
242705,E2f2
13557,E2f3
14103,Fasl
14102,Fas
14082,Fadd
12370,Casp8
12122,Bid
12028,Bax
12018,Bak1
13063,Cycs
13067,Cyct
12371,Casp9
12367,Casp3
mmu05164,Influenza A
17229,Tpsb2
100503895,Tpsab1
18815,Plg
436522,Try10
22072,Prss2
67373,2210010C04Rik
103964,Try5
100040233,Gm10334
22074,Try4
73626,1810009J06Rik
50528,Tmprss2
214523,Tmprss4
231382,Tmprss11d
18751,Prkcb
246730,Oas1a
246728,Oas2
246727,Oas3
23961,Oas1b
23960,Oas1g
24014,Rnasel
81489,Dnajb1
100037258,Dnajc3
19106,Eif2ak2
13665,Eif2s1
217069,Trim25
230073,Ddx58
71586,Ifih1
270151,Nlrx1
228607,Mavs
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18036,Nfkbib
18035,Nfkbia
18033,Nfkb1
19697,Rela
76815,Calcoco2
142980,Tlr3
106759,Ticam1
22031,Traf3
56480,Tbk1
56489,Ikbke
54131,Irf3
12914,Crebbp
328572,Ep300
21898,Tlr4
170743,Tlr7
17874,Myd88
266632,Irak4
54123,Irf7
16175,Il1a
16176,Il1b
16193,Il6
16159,Il12a
16160,Il12b
21926,Tnf
20296,Ccl2
20293,Ccl12
20304,Ccl5
15945,Cxcl10
15894,Icam1
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
15975,Ifnar1
15976,Ifnar2
16451,Jak1
54721,Tyk2
12702,Socs3
20846,Stat1
20847,Stat2
16391,Irf9
17858,Mx2
56417,Adar
18854,Pml
15978,Ifng
15979,Ifngr1
15980,Ifngr2
16452,Jak2
12265,Ciita
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
216799,Nlrp3
66824,Pycard
12362,Casp1
16173,Il18
77125,Il33
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
11651,Akt1
11652,Akt2
23797,Akt3
12445,Ccnd3
12567,Cdk4
12571,Cdk6
22035,Tnfsf10
21933,Tnfrsf10b
14103,Fasl
14102,Fas
21937,Tnfrsf1a
71609,Tradd
14082,Fadd
12370,Casp8
12122,Bid
12028,Bax
12018,Bak1
22333,Vdac1
11739,Slc25a4
11740,Slc25a5
73333,Not Found
13063,Cycs
13067,Cyct
11783,Apaf1
12371,Casp9
12367,Casp3
54188,Cpsf4
54196,Pabpn1
382035,Pabpn1l
53319,Nxf1
170722,Nxf7
83454,Nxf2
245610,Nxf3
56488,Nxt1
237082,Nxt2
232989,Hnrnpul1
66679,Rae1
269966,Nup98
58185,Rsad2
110196,Fdps
18750,Prkca
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
11465,Actg1
11461,Actb
53869,Rab11a
19326,Rab11b
103573,Xpo1
16646,Kpna1
16647,Kpna2
381686,Kpna7
16650,Kpna6
mmu05165,Human papillomavirus infection
22408,Wnt1
22413,Wnt2
22414,Wnt2b
22415,Wnt3
22416,Wnt3a
22417,Wnt4
22418,Wnt5a
22419,Wnt5b
22420,Wnt6
22421,Wnt7a
22422,Wnt7b
20890,Wnt8a
22423,Wnt8b
216795,Wnt9a
22412,Wnt9b
22410,Wnt10b
22409,Wnt10a
22411,Wnt11
93735,Wnt16
14362,Fzd1
14369,Fzd7
57265,Fzd2
14365,Fzd3
14366,Fzd4
14367,Fzd5
14370,Fzd8
14368,Fzd6
93897,Fzd10
14371,Fzd9
13544,Dvl3
13542,Dvl1
13543,Dvl2
56637,Gsk3b
12005,Axin1
12006,Axin2
11789,Apc
23805,Apc2
12387,Ctnnb1
93687,Csnk1a1
21752,Tert
21414,Tcf7
21415,Tcf7l1
21416,Tcf7l2
22215,Ube3a
142980,Tlr3
106759,Ticam1
22031,Traf3
56489,Ikbke
56480,Tbk1
54131,Irf3
15977,Ifnb1
12914,Crebbp
328572,Ep300
101206,Tada3
22059,Trp53
14924,Magi1
19211,Pten
93742,Pard3
56513,Pard6a
58220,Pard6b
93737,Pard6g
18759,Prkci
18762,Prkcz
12540,Cdc42
105782,Scrib
13383,Dlg1
23859,Dlg2
53310,Dlg3
16897,Llgl1
217325,Llgl2
224912,Crb3
12695,Patj
56217,Mpp5
22371,Vwf
21825,Thbs1
12845,Comp
21826,Thbs2
21827,Thbs3
21828,Thbs4
14268,Fn1
12842,Col1a1
12843,Col1a2
12824,Col2a1
12826,Col4a1
12827,Col4a2
12829,Col4a4
94216,Col4a6
12830,Col4a5
12828,Col4a3
12834,Col6a2
12833,Col6a1
245026,Col6a6
12835,Col6a3
68553,Col6a4
665033,Col6a5
12839,Col9a1
12840,Col9a2
12841,Col9a3
16772,Lama1
16773,Lama2
16774,Lama3
16776,Lama5
16775,Lama4
16777,Lamb1
16779,Lamb2
16780,Lamb3
226519,Lamc1
16782,Lamc2
23928,Lamc3
12643,Chad
19699,Reln
20750,Spp1
22370,Vtn
21923,Tnc
21960,Tnr
329278,Tnn
81877,Tnxb
15891,Ibsp
109700,Itga1
16398,Itga2
16399,Itga2b
16400,Itga3
16401,Itga4
16402,Itga5
16403,Itga6
16404,Itga7
241226,Itga8
104099,Itga9
213119,Itga10
319480,Itga11
16410,Itgav
16412,Itgb1
16416,Itgb3
192897,Itgb4
16419,Itgb5
16420,Itgb6
16421,Itgb7
320910,Itgb8
14083,Ptk2
19303,Pxn
21926,Tnf
21937,Tnfrsf1a
71609,Tradd
14103,Fasl
14102,Fas
14082,Fadd
12370,Casp8
12367,Casp3
26941,Slc9a3r1
19052,Ppp2ca
19053,Ppp2cb
51792,Ppp2r1a
73699,Ppp2r1b
52432,Ppp2r2d
72930,Ppp2r2b
269643,Ppp2r2c
71978,Ppp2r2a
100039815,Gm2436
100039830,Gm2446
59032,Ppp2r3c
235542,Ppp2r3a
19054,Ppp2r3d
225849,Ppp2r5b
26931,Ppp2r5c
21770,Ppp2r5d
26932,Ppp2r5e
226849,Ppp2r5a
64930,Tsc1
22084,Tsc2
19744,Rheb
56717,Mtor
13685,Eif4ebp1
58988,Rps6kb2
72508,Rps6kb1
12018,Bak1
12015,Bad
18596,Pdgfrb
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
56458,Foxo1
12576,Cdkn1b
12575,Cdkn1a
12443,Ccnd1
12444,Ccnd2
12445,Ccnd3
12567,Cdk4
12571,Cdk6
12447,Ccne1
12448,Ccne2
12566,Cdk2
19645,Rb1
19650,Rbl1
19651,Rbl2
19179,Psmc1
13555,E2f1
12428,Ccna2
12427,Ccna1
11920,Atm
245000,Atr
22339,Vegfa
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18033,Nfkb1
19697,Rela
17246,Mdm2
74164,Nfx1
15182,Hdac2
433759,Hdac1
107932,Chd4
16362,Irf1
21374,Tbp
237336,Tbpl1
227606,Tbpl2
14990,H2-M2
14991,H2-M3
14997,H2-M9
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15018,H2-Q7
15019,H2-Q8
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15051,H2-T9
224753,H2-M10.4
224754,H2-M11
224756,H2-M1
224761,H2-M10.5
333715,H2-M10.2
399549,H2-M10.6
15024,H2-T10
110557,H2-Q6
110696,H2-M10.3
14963,H2-Bl
14964,H2-D1
14972,H2-K1
14985,H2-M10.1
547349,H2-K1
15033,H2-T18
110558,H2-Q9
667977,Gm8909
14980,H2-L
69717,Gm10499
15015,H2-Q4
667803,H2-T-ps
100529082,Gm11127
240095,H2-M5
630294,Gm7030
27061,Bcap31
11964,Atp6v1a
11966,Atp6v1b2
110935,Atp6v1b1
66335,Atp6v1c1
68775,Atp6v1c2
73834,Atp6v1d
11973,Atp6v1e1
74915,Atp6v1e2
66144,Atp6v1f
66237,Atp6v1g2
66290,Atp6v1g1
338375,Atp6v1g3
108664,Atp6v1h
11975,Atp6v0a1
21871,Atp6v0a2
27060,Tcirg1
140494,Atp6v0a4
11972,Atp6v0d1
242341,Atp6v0d2
11974,Atp6v0e
76252,Atp6v0e2
11984,Atp6v0c
114143,Atp6v0b
54411,Atp6ap1
13645,Egf
13649,Egfr
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
19225,Ptgs2
19219,Ptger4
14683,Gnas
18747,Prkaca
18749,Prkacb
12028,Bax
12912,Creb1
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
231991,Creb5
69116,Ubr4
103733,Tubg1
103768,Tubg2
18746,Pkm
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15975,Ifnar1
15976,Ifnar2
16451,Jak1
54721,Tyk2
20846,Stat1
20847,Stat2
16391,Irf9
19106,Eif2ak2
231655,Oasl1
23962,Oasl2
17858,Mx2
100038882,Isg15
16449,Jag1
18128,Notch1
18129,Notch2
18131,Notch3
18132,Notch4
19164,Psen1
16848,Lfng
17305,Mfng
19719,Rfng
103806,Maml1
433586,Maml3
270118,Maml2
19664,Rbpj
19668,Rbpjl
15205,Hes1
15206,Hes2
55927,Hes6
84653,Hes7
15207,Hes3
15208,Hes5
56198,Heyl
15213,Hey1
15214,Hey2
mmu05166,Human T-cell leukemia virus 1 infection
20525,Slc2a1
18186,Nrp1
17869,Myc
100683,Trrap
81601,Kat5
12444,Ccnd2
16408,Itgal
16414,Itgb2
16415,Itgb2l
15894,Icam1
15461,Hras
16653,Kras
18176,Nras
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
12504,Cd4
21894,Tln1
70549,Tln2
71810,Ranbp3
19384,Ran
19428,Rasl2-9
75471,1700009N14Rik
103573,Xpo1
12317,Calr
12330,Canx
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
16185,Il2rb
16186,Il2rg
16451,Jak1
16453,Jak3
20850,Stat5a
20851,Stat5b
16183,Il2
14990,H2-M2
14991,H2-M3
14997,H2-M9
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15018,H2-Q7
15019,H2-Q8
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15051,H2-T9
224753,H2-M10.4
224754,H2-M11
224756,H2-M1
224761,H2-M10.5
333715,H2-M10.2
399549,H2-M10.6
15024,H2-T10
110557,H2-Q6
110696,H2-M10.3
14963,H2-Bl
14964,H2-D1
14972,H2-K1
14985,H2-M10.1
547349,H2-K1
15033,H2-T18
110558,H2-Q9
667977,Gm8909
14980,H2-L
69717,Gm10499
15015,H2-Q4
667803,H2-T-ps
100529082,Gm11127
240095,H2-M5
630294,Gm7030
12010,B2m
110196,Fdps
22333,Vdac1
11739,Slc25a4
11740,Slc25a5
73333,Not Found
22334,Vdac2
22335,Vdac3
12257,Tspo
234729,Vac14
19385,Ranbp1
17120,Mad1l1
56150,Mad2l1
12236,Bub1b
12237,Bub3
17222,Anapc1
99152,Anapc2
217232,Cdc27
52206,Anapc4
59008,Anapc5
69957,Cdc16
56317,Anapc7
52563,Cdc23
68999,Anapc10
66156,Anapc11
66440,Cdc26
107995,Cdc20
30939,Pttg1
105988,Espl1
12442,Ccnb2
12579,Cdkn2b
12578,Cdkn2a
12567,Cdk4
12443,Ccnd1
12445,Ccnd3
12575,Cdkn1a
12428,Ccna2
12427,Ccna1
12447,Ccne1
12448,Ccne2
12566,Cdk2
19645,Rb1
13555,E2f1
242705,E2f2
13557,E2f3
11920,Atm
245000,Atr
12649,Chek1
50883,Chek2
22059,Trp53
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
11651,Akt1
11652,Akt2
23797,Akt3
13383,Dlg1
19211,Pten
21926,Tnf
21937,Tnfrsf1a
26401,Map3k1
26398,Map2k4
26419,Mapk8
26420,Mapk9
26414,Mapk10
16476,Jun
17393,Mmp7
16177,Il1r1
16178,Il1r2
12500,Cd3d
12501,Cd3e
12502,Cd3g
26406,Map3k3
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18033,Nfkb1
19697,Rela
56310,Gps2
17000,Ltbr
21939,Cd40
72049,Tnfrsf13c
53859,Map3k14
19698,Relb
18034,Nfkb2
22695,Zfp36
16184,Il2ra
16168,Il15
16169,Il15ra
16193,Il6
12981,Csf2
16992,Lta
12048,Bcl2l1
11798,Xiap
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
21812,Tgfbr1
21813,Tgfbr2
17126,Smad2
17127,Smad3
17128,Smad4
432530,Adcy1
210044,Adcy2
104111,Adcy3
104110,Adcy4
224129,Adcy5
11512,Adcy6
11513,Adcy7
11514,Adcy8
11515,Adcy9
18747,Prkaca
18749,Prkacb
18045,Nfyb
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
20807,Srf
13714,Elk4
13712,Elk1
20375,Spi1
23871,Ets1
23872,Ets2
21374,Tbp
237336,Tbpl1
227606,Tbpl2
14281,Fos
13653,Egr1
14283,Fosl1
13654,Egr2
12912,Creb1
12913,Creb3
26427,Creb3l1
208647,Creb3l2
208677,Creb3l3
78284,Creb3l4
11909,Atf2
11911,Atf4
231991,Creb5
12915,Atf6b
382056,Crtc1
74343,Crtc2
70461,Crtc3
12914,Crebbp
328572,Ep300
14534,Kat2a
18519,Kat2b
21423,Tcf3
18970,Polb
16818,Lck
12028,Bax
12580,Cdkn2c
21752,Tert
17701,Msx1
17702,Msx2
17703,Msx3
mmu05167,Kaposi sarcoma-associated herpesvirus infection
12266,C3
142980,Tlr3
106759,Ticam1
22031,Traf3
56489,Ikbke
56480,Tbk1
54123,Irf7
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
54131,Irf3
12914,Crebbp
328572,Ep300
15977,Ifnb1
15975,Ifnar1
15976,Ifnar2
16451,Jak1
54721,Tyk2
20846,Stat1
20847,Stat2
16391,Irf9
19106,Eif2ak2
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
17164,Mapkapk2
26399,Map2k6
22695,Zfp36
16193,Il6
12981,Csf2
12771,Ccr3
12774,Ccr5
12768,Ccr1
12770,Ccr1l1
12773,Ccr4
12776,Ccr8
14102,Fas
14082,Fadd
12370,Casp8
12122,Bid
12028,Bax
12018,Bak1
13063,Cycs
13067,Cyct
12371,Casp9
12367,Casp3
21937,Tnfrsf1a
71609,Tradd
22030,Traf2
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18033,Nfkb1
19697,Rela
22059,Trp53
12575,Cdkn1a
12567,Cdk4
12571,Cdk6
19645,Rb1
13555,E2f1
242705,E2f2
13557,E2f3
14990,H2-M2
14991,H2-M3
14997,H2-M9
15006,H2-Q1
15007,H2-Q10
15013,H2-Q2
15018,H2-Q7
15019,H2-Q8
15039,H2-T22
15040,H2-T23
15042,H2-T24
15043,H2-T3
15051,H2-T9
224753,H2-M10.4
224754,H2-M11
224756,H2-M1
224761,H2-M10.5
333715,H2-M10.2
399549,H2-M10.6
15024,H2-T10
110557,H2-Q6
110696,H2-M10.3
14963,H2-Bl
14964,H2-D1
14972,H2-K1
14985,H2-M10.1
547349,H2-K1
15033,H2-T18
110558,H2-Q9
667977,Gm8909
14980,H2-L
69717,Gm10499
15015,H2-Q4
667803,H2-T-ps
100529082,Gm11127
240095,H2-M5
630294,Gm7030
15979,Ifngr1
15894,Icam1
12524,Cd86
94071,Clec2h
22186,Uba52
78294,Rps27a
22187,Ubb
22190,Ubc
56208,Becn1
100504663,Atg14
225326,Pik3c3
67841,Atg3
57436,Gabarapl1
56486,Gabarap
93739,Gabarapl2
14688,Gnb1
14693,Gnb2
14695,Gnb3
14696,Gnb4
14697,Gnb5
14702,Gng2
14704,Gng3
14706,Gng4
14707,Gng5
14708,Gng7
14709,Gng8
14700,Gng10
66066,Gng11
14701,Gng12
100503710,Gm5741
64337,Gng13
14699,Gngt1
14710,Gngt2
15461,Hras
16653,Kras
18176,Nras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
15251,Hif1a
16476,Jun
14281,Fos
30955,Pik3cg
320207,Pik3r5
104709,Pik3r6
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
56717,Mtor
277360,Prex1
19353,Rac1
57781,Cd200r1
26419,Mapk8
26420,Mapk9
26414,Mapk10
20963,Syk
20779,Src
15162,Hck
17096,Lyn
26398,Map2k4
26400,Map2k7
234779,Plcg2
18803,Plcg1
16438,Itpr1
16439,Itpr2
16440,Itpr3
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
73181,Nfatc4
19225,Ptgs2
14825,Cxcl1
20310,Cxcl2
330122,Cxcl3
54720,Rcan1
14173,Fgf2
22339,Vegfa
18591,Pdgfb
11601,Angpt2
16195,Il6st
16452,Jak2
20848,Stat3
56637,Gsk3b
12387,Ctnnb1
12912,Creb1
12443,Ccnd1
17869,Myc
mmu05168,Herpes simplex virus 1 infection
16992,Lta
50930,Tnfsf14
230979,Tnfrsf14
22030,Traf2
22033,Traf5
16150,Ikbkb
12675,Chuk
16151,Ikbkg
18035,Nfkbia
18033,Nfkb1
19697,Rela
11797,Birc2
11796,Birc3
20296,Ccl2
20293,Ccl12
58235,Nectin1
231805,Pilra
19247,Ptpn11
16402,Itga5
16416,Itgb3
20779,Src
20963,Syk
332579,Card9
54131,Irf3
15977,Ifnb1
22059,Trp53
12266,C3
15139,Hc
18636,Cfp
24088,Tlr2
81897,Tlr9
17874,Myd88
54123,Irf7
142980,Tlr3
106759,Ticam1
266632,Irak4
16179,Irak1
22034,Traf6
26409,Map3k7
66513,Tab1
68652,Tab2
16176,Il1b
20304,Ccl5
16193,Il6
21926,Tnf
16159,Il12a
16160,Il12b
230073,Ddx58
71586,Ifih1
228607,Mavs
22031,Traf3
56489,Ikbke
56480,Tbk1
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
